,age,taille,poids,revenu_estime_mois,historique_credits,risque_personnel,score_credit,loyer_mensuel,montant_pret,manquants
5615,33,151.4,90.8,5393,2.5351401010565,0.91,673.0,5000.0,8779.914737074032,1
5616,74,166.9,84.2,1339,4.0,0.73,760.0,5000.0,500.0,0
5617,27,163.8,62.4,5408,3.0,0.53,327.0,1058.64,12003.974387865432,0
5620,42,174.1,75.6,2277,5.0,0.56,804.0,5231.748886883273,15115.590081648994,1
5623,72,164.6,93.1,1163,3.0,0.78,473.0,797.76,31218.020232801584,0
5624,70,171.2,77.3,1609,4.0,0.05,625.0,5231.748886883273,500.0,1
5625,28,166.2,43.9,4957,2.0,0.95,787.0,1223.69,9446.472980106704,0
5626,20,174.8,60.7,500,2.5351401010565,0.72,558.0,464.67,22361.333369471427,1
5627,72,161.0,87.5,5505,2.0,0.77,692.0,5231.748886883273,22506.54481869007,1
5630,34,179.4,58.4,4483,3.0,0.75,825.0,5000.0,24757.281249515778,0
5631,25,180.2,76.1,4324,2.5351401010565,0.75,642.0,5000.0,11123.788700251043,1
5634,38,158.0,63.6,658,2.5351401010565,0.41,334.0,10000.0,500.0,1
5635,47,168.0,31.9,2904,0.0,0.07,558.0,765.92,26267.050324186486,0
5639,67,185.4,70.9,1706,2.5351401010565,0.86,421.0,5000.0,8530.171542970327,1
5640,40,153.9,71.8,500,2.5351401010565,0.87,507.0,940.7,500.0,1
5644,22,164.3,83.9,1244,2.5351401010565,0.52,581.0,671.13,16612.42167072627,1
5646,58,180.1,61.6,1861,1.0,0.28,529.0,10000.0,6011.798991135412,0
5647,30,169.6,54.1,2560,2.5351401010565,0.11,774.0,10000.0,20292.408867132155,1
5648,67,171.8,62.5,2440,1.0,0.68,439.0,860.06,31792.38150694156,0
5652,73,182.2,85.8,500,2.5351401010565,0.23,376.0,5000.0,15819.26553529323,1
5654,72,166.6,67.4,1185,1.0,0.68,629.0,5000.0,500.0,0
5657,48,176.6,68.6,1309,3.0,0.92,710.0,5231.748886883273,500.0,1
5658,48,191.2,52.2,2708,2.5351401010565,0.48,346.0,10000.0,10671.75694925496,1
5661,53,165.1,62.6,3573,4.0,0.87,657.0,888.67,35923.21824329299,0
5667,34,161.0,72.0,3073,3.0,0.88,360.0,5231.748886883273,500.0,1
5668,54,167.2,65.0,2101,2.5351401010565,0.34,425.0,10000.0,500.0,1
5670,71,185.1,80.9,2637,2.5351401010565,0.12,584.0,814.03,500.0,1
5671,25,170.3,76.7,3226,2.5351401010565,0.63,422.0,10000.0,14206.009367066032,1
5672,64,165.0,40.8,1484,2.5351401010565,0.85,508.0,736.29,18913.535511262864,1
5674,36,180.8,69.7,2912,2.5351401010565,0.49,526.0,5000.0,20294.65511964112,1
5675,18,157.6,79.4,2199,2.5351401010565,0.13,365.0,5000.0,17543.403390661868,1
5676,63,171.0,77.6,2077,2.5351401010565,0.02,773.0,5000.0,8851.47513253766,1
5679,26,166.7,61.4,2983,2.5351401010565,0.84,457.0,973.25,3815.353995880664,1
5680,50,166.1,82.9,979,2.5351401010565,0.61,339.0,5000.0,500.0,1
5681,54,156.9,93.6,2724,2.0,0.41,513.0,1090.67,500.0,0
5683,59,175.2,51.9,2320,4.0,0.64,580.0,5231.748886883273,36167.76622830452,1
5684,19,168.9,73.9,2972,2.5351401010565,0.68,780.0,10000.0,24836.587172466585,1
5685,22,170.7,64.7,2253,0.0,0.88,450.0,10000.0,500.0,0
5690,19,154.6,73.1,2421,3.0,0.61,734.0,10000.0,10377.238066160244,0
5695,20,158.8,86.3,1885,0.0,0.67,811.0,5231.748886883273,27756.833338880904,1
5697,61,185.6,73.1,987,2.5351401010565,0.4,513.0,780.33,18145.549807858868,1
5698,74,158.7,55.6,1774,2.0,0.81,326.0,1039.09,500.0,0
5700,61,166.0,80.7,1464,3.0,0.49,647.0,10000.0,10131.66846365795,0
5702,43,169.4,38.3,1519,4.0,1.0,524.0,10000.0,500.0,0
5703,19,179.1,73.8,2960,2.5351401010565,0.88,472.0,710.32,24170.919318010536,1
5705,27,182.7,62.0,3477,2.5351401010565,0.89,516.0,744.4,14517.806161457043,1
5707,35,162.2,65.3,1864,2.5351401010565,0.28,635.0,5000.0,500.0,1
5708,29,164.5,50.8,4479,2.0,0.87,625.0,5231.748886883273,11704.36628697587,1
5709,21,160.1,56.1,2395,4.0,0.32,639.0,5231.748886883273,13531.803584188276,1
5713,65,189.1,49.0,5270,3.0,0.51,698.0,5231.748886883273,37943.8602929614,1
5716,41,166.5,77.4,3315,0.0,0.88,712.0,5231.748886883273,500.0,1
5718,32,156.0,72.3,4392,2.0,0.98,678.0,5231.748886883273,500.0,1
5720,19,183.6,45.9,2428,2.5351401010565,0.89,845.0,557.05,9634.552592096086,1
5724,21,199.9,85.7,500,2.0,0.13,387.0,5000.0,500.0,0
5725,75,162.1,42.1,2010,5.0,0.59,806.0,452.14,500.0,0
5729,33,172.8,70.7,4181,3.0,0.23,807.0,5231.748886883273,45953.10735215207,1
5730,27,170.6,82.7,2332,2.5351401010565,0.44,527.0,1129.88,5641.9426226197775,1
5735,55,166.5,102.1,4245,2.5351401010565,0.29,437.0,5000.0,500.0,1
5738,50,164.9,58.7,1086,1.0,0.77,836.0,685.02,500.0,0
5740,46,171.1,109.4,2147,0.0,0.17,623.0,5000.0,500.0,0
5742,67,183.1,56.9,1721,3.0,0.87,765.0,5000.0,500.0,0
5743,34,151.9,57.9,3255,2.5351401010565,0.47,644.0,454.79,27977.84158327855,1
5752,58,172.0,79.1,2575,4.0,0.48,350.0,215.48,500.0,0
5753,34,148.8,61.7,2558,2.5351401010565,0.49,403.0,5000.0,16227.086392415826,1
5757,34,170.4,61.6,3482,2.5351401010565,0.19,820.0,744.38,11616.9030696559,1
5760,63,180.4,49.1,4145,2.0,0.37,586.0,10000.0,500.0,0
5765,24,174.2,81.5,3919,2.5351401010565,0.68,381.0,1443.68,4771.326582774387,1
5767,20,168.2,70.6,2178,2.5351401010565,0.34,721.0,776.49,22925.26629283329,1
5768,50,177.4,68.3,1836,5.0,0.44,513.0,5231.748886883273,500.0,1
5769,73,154.8,89.3,4243,2.0,0.34,649.0,10000.0,500.0,0
5771,52,178.7,43.2,1881,5.0,0.08,397.0,1028.83,4106.986035111996,0
5772,43,154.0,93.2,1992,2.5351401010565,0.54,440.0,10000.0,500.0,1
5774,61,164.5,61.4,4065,2.5351401010565,0.19,373.0,5000.0,20497.265000311854,1
5780,43,182.6,56.5,3783,3.0,0.73,818.0,773.33,500.0,0
5782,20,182.3,69.4,3738,2.0,0.35,823.0,5231.748886883273,28857.19324652385,1
5783,72,182.5,62.5,1516,3.0,0.58,702.0,5000.0,26197.652891425936,0
5784,32,175.1,81.6,1449,2.5351401010565,0.07,763.0,10000.0,500.0,1
5788,37,172.2,100.1,1428,2.5351401010565,0.24,401.0,10000.0,500.0,1
5792,65,173.5,50.7,2192,2.5351401010565,0.74,482.0,850.77,500.0,1
5793,60,155.1,73.2,3602,3.0,0.9,599.0,1029.08,22861.79456782428,0
5794,57,171.3,109.5,2107,0.0,0.65,645.0,10000.0,5801.595224781476,0
5801,40,171.8,98.6,2297,2.5351401010565,0.75,685.0,10000.0,36142.87266328,1
5804,70,168.4,49.6,3726,3.0,0.29,762.0,10000.0,19072.951075048928,0
5811,24,165.7,60.7,2527,4.0,0.27,393.0,5000.0,500.0,0
5813,28,162.9,53.7,2538,3.0,0.3,754.0,10000.0,22200.55242602915,0
5815,24,151.2,67.2,3562,1.0,0.26,530.0,5231.748886883273,500.0,1
5816,72,176.3,38.9,899,2.0,0.97,782.0,10000.0,14428.313756023645,0
5817,40,169.2,48.4,2392,2.5351401010565,0.48,788.0,894.83,11407.029763763612,1
5818,28,162.9,66.9,3281,2.5351401010565,0.59,363.0,1047.11,8376.704799982605,1
5819,26,163.1,76.6,2543,1.0,0.42,338.0,595.91,500.0,0
5820,47,173.1,72.1,3431,3.0,0.12,684.0,5000.0,500.0,0
5822,44,167.5,59.4,3240,0.0,0.48,472.0,5231.748886883273,4802.988003983614,1
5824,35,151.5,68.0,3111,2.5351401010565,0.88,665.0,10000.0,25420.07344402305,1
5834,38,183.2,87.0,3815,4.0,0.56,825.0,5000.0,500.0,0
5841,70,179.8,69.5,1584,4.0,0.87,625.0,5231.748886883273,2812.595318098753,1
5842,51,165.5,77.1,2146,2.5351401010565,0.7,761.0,10000.0,20574.34265847565,1
5844,54,168.6,65.9,1650,2.5351401010565,0.42,443.0,714.7,500.0,1
5845,68,183.5,145.2,1839,2.5351401010565,0.71,415.0,571.45,5061.5601926923455,1
5846,25,170.8,70.6,1129,5.0,0.32,320.0,10000.0,500.0,0
5847,38,167.9,40.8,2679,0.0,0.89,766.0,5000.0,29058.06890589024,0
5848,66,170.7,82.3,4289,1.0,0.91,611.0,417.37,500.0,0
5849,26,169.2,69.7,2484,1.0,0.71,305.0,10000.0,500.0,0
5860,42,179.0,87.3,500,2.0,0.75,837.0,5231.748886883273,14334.790502978738,1
5861,24,158.2,82.0,2092,0.0,0.35,384.0,817.27,500.0,0
5863,19,173.6,89.5,500,0.0,0.25,323.0,563.72,500.0,0
5874,18,167.0,67.4,3092,4.0,0.93,512.0,10000.0,2137.4495865119416,0
5875,45,164.3,59.8,1353,2.5351401010565,0.15,530.0,495.46,11091.778693950411,1
5878,37,164.5,59.0,1736,2.0,0.63,325.0,5231.748886883273,19586.0762412498,1
5881,62,172.2,85.7,2649,5.0,0.12,548.0,915.72,500.0,0
5887,36,190.5,91.8,3062,2.0,0.74,486.0,5000.0,500.0,0
5889,49,168.5,57.3,1557,2.5351401010565,0.75,307.0,5000.0,20056.794915547514,1
5890,65,170.6,71.8,3888,2.5351401010565,0.63,717.0,5000.0,22130.63222840987,1
5891,25,149.4,71.0,1651,2.5351401010565,0.29,435.0,10000.0,500.0,1
5892,38,176.9,47.7,4682,1.0,0.04,576.0,5231.748886883273,4591.209243175377,1
5895,54,156.5,97.7,4292,2.5351401010565,0.68,538.0,10000.0,22172.379079375605,1
5896,29,167.2,119.1,4895,2.5351401010565,0.43,711.0,5000.0,23389.51071048519,1
5897,37,154.9,88.6,2728,2.5351401010565,0.21,582.0,10000.0,14521.522688995388,1
5899,73,165.7,99.3,3452,1.0,0.04,592.0,589.92,24287.99102342265,0
5901,21,161.7,66.2,4682,2.5351401010565,0.15,788.0,10000.0,17549.50342867689,1
5902,40,167.9,73.2,2150,2.5351401010565,0.19,776.0,1056.43,500.0,1
5903,46,169.3,71.5,2519,2.5351401010565,0.98,348.0,347.77,500.0,1
5910,69,166.8,96.4,2823,2.5351401010565,0.1,560.0,10000.0,23124.904595143067,1
5913,52,141.7,53.8,2046,3.0,0.46,657.0,5231.748886883273,18671.445967623644,1
5917,26,160.9,56.1,500,4.0,0.61,320.0,745.66,500.0,0
5924,68,164.0,96.5,2570,4.0,0.49,513.0,10000.0,2502.644834658861,0
5926,47,175.8,103.9,2649,3.0,0.63,667.0,5231.748886883273,500.0,1
5929,74,177.5,74.5,2305,0.0,0.46,666.0,5231.748886883273,500.0,1
5932,21,173.7,45.8,4187,1.0,0.26,651.0,10000.0,12183.02311198201,0
5936,25,162.4,65.0,946,3.0,0.91,837.0,10000.0,500.0,0
5937,36,173.0,45.3,1358,5.0,0.35,588.0,10000.0,500.0,0
5939,50,166.6,75.2,3142,0.0,0.12,467.0,5000.0,4792.3119247859,0
5943,51,160.8,53.6,2682,3.0,0.45,502.0,5231.748886883273,500.0,1
5945,69,173.6,43.5,4122,2.5351401010565,0.14,503.0,5000.0,6641.673299403863,1
5947,64,175.2,57.3,4504,1.0,0.86,388.0,5000.0,24423.367356687104,0
5948,45,169.5,73.3,2453,4.0,0.49,723.0,148.04,500.0,0
5949,53,165.7,39.8,2496,1.0,0.72,759.0,10000.0,500.0,0
5952,29,176.2,51.2,2883,2.5351401010565,0.37,541.0,10000.0,6280.086769515965,1
5953,24,174.3,64.1,500,2.5351401010565,0.65,490.0,5000.0,500.0,1
5954,46,170.7,76.4,896,0.0,0.3,494.0,5231.748886883273,12874.556201202864,1
5957,24,164.6,72.3,1465,3.0,0.62,644.0,-101.05,500.0,0
5958,63,164.1,33.3,2695,2.5351401010565,0.83,571.0,1251.6,24477.86455455515,1
5959,31,176.5,74.4,2600,2.5351401010565,0.8,704.0,762.63,500.0,1
5960,63,182.1,72.1,536,1.0,0.52,622.0,5231.748886883273,500.0,1
5961,33,158.9,70.2,1431,1.0,0.15,718.0,10000.0,500.0,0
5965,59,169.6,79.4,3204,2.5351401010565,0.4,794.0,654.42,500.0,1
5977,66,156.5,79.8,3162,5.0,0.58,617.0,5000.0,10982.076331042272,0
5978,65,175.2,84.3,1856,2.5351401010565,0.99,706.0,10000.0,28274.42534285644,1
5981,18,160.3,61.3,3598,4.0,0.44,349.0,5000.0,14707.494346449566,0
5985,19,166.6,82.7,4658,2.0,0.84,773.0,5000.0,8600.221570401316,0
5988,40,179.9,60.9,929,0.0,0.93,376.0,5231.748886883273,500.0,1
5995,23,160.6,41.8,2694,5.0,0.62,545.0,5231.748886883273,25805.445066223645,1
5996,64,177.7,52.7,1938,1.0,0.81,822.0,5231.748886883273,8243.965842906731,1
5997,26,177.7,53.8,1885,2.0,0.68,620.0,5231.748886883273,625.181791164074,1
5998,60,133.4,71.2,1506,1.0,0.55,649.0,657.47,500.0,0
5999,18,185.8,61.7,500,2.5351401010565,0.48,780.0,10000.0,500.0,1
6000,72,174.5,75.4,500,2.5351401010565,0.65,565.0,891.72,1875.577048194616,1
6007,20,163.1,69.8,1483,1.0,0.03,701.0,5000.0,500.0,0
6011,33,165.9,61.6,1658,0.0,0.23,561.0,5000.0,500.0,0
6012,39,153.9,67.4,1542,0.0,0.34,703.0,5231.748886883273,500.0,1
6015,24,186.3,62.2,5028,5.0,0.91,654.0,10000.0,38753.47407594087,0
6018,42,164.9,82.9,5293,2.5351401010565,0.33,692.0,5000.0,41661.82110782489,1
6020,31,175.7,67.3,2933,2.0,0.81,599.0,10000.0,500.0,0
6021,45,156.8,89.5,2786,2.5351401010565,0.41,388.0,5000.0,28067.975016114327,1
6022,34,174.7,69.1,2517,1.0,0.98,612.0,5000.0,500.0,0
6023,20,172.9,73.0,2101,2.5351401010565,0.42,370.0,10000.0,35834.10601247562,1
6024,71,170.0,80.3,2045,2.5351401010565,0.21,524.0,855.14,16961.85182746997,1
6025,52,167.1,64.7,3511,2.5351401010565,0.14,352.0,1013.32,500.0,1
6026,60,158.9,48.2,2322,3.0,0.03,442.0,455.66,13967.640759039814,0
6028,72,177.0,63.1,2510,0.0,0.7,717.0,591.72,23259.8725121498,0
6033,30,179.4,79.3,1634,4.0,0.52,435.0,5231.748886883273,10274.636174398358,1
6034,19,177.0,77.5,3414,1.0,0.61,648.0,1019.99,33852.133516221205,0
6035,48,174.2,88.7,2664,2.5351401010565,0.3,755.0,1062.62,500.0,1
6037,70,179.3,90.2,2659,2.5351401010565,0.6,379.0,881.28,17192.327566960998,1
6039,59,154.2,76.4,4733,2.5351401010565,0.58,682.0,5000.0,500.0,1
6040,27,165.7,53.9,2597,2.5351401010565,0.24,758.0,5000.0,500.0,1
6041,43,160.3,59.2,506,2.5351401010565,0.37,678.0,5000.0,500.0,1
6042,40,153.9,82.4,4324,2.5351401010565,0.35,311.0,10000.0,500.0,1
6044,59,169.7,56.9,1684,3.0,0.71,799.0,637.29,19034.951240767296,0
6047,34,167.5,67.5,2396,2.0,0.59,302.0,829.02,12465.414702869017,0
6048,52,165.6,63.7,500,4.0,0.69,549.0,10000.0,500.0,0
6051,33,177.2,75.0,3671,2.5351401010565,0.01,747.0,5000.0,23397.444798880064,1
6053,72,175.2,57.4,1778,2.5351401010565,0.03,450.0,211.18,500.0,1
6055,72,170.7,94.9,2149,2.5351401010565,0.26,599.0,5000.0,2380.109931256516,1
6057,44,187.2,84.3,2291,2.5351401010565,0.09,719.0,10000.0,778.0760829098288,1
6060,72,175.5,48.3,4199,2.5351401010565,0.46,805.0,5000.0,32485.531052833256,1
6062,62,167.8,49.6,3149,1.0,0.94,551.0,10000.0,500.0,0
6063,41,163.5,73.5,4474,2.5351401010565,0.91,812.0,916.69,20884.998253844584,1
6066,31,170.9,70.4,2343,1.0,0.79,561.0,5231.748886883273,15008.06992421023,1
6070,72,175.5,89.7,2433,5.0,0.67,844.0,5000.0,500.0,0
6071,52,180.3,60.4,1831,3.0,0.06,562.0,10000.0,500.0,0
6073,68,182.2,57.3,1397,0.0,0.82,517.0,825.37,15792.631760679456,0
6074,50,177.3,83.6,4403,0.0,0.25,531.0,774.87,15993.47491432107,0
6075,74,158.3,83.6,3329,2.5351401010565,0.54,808.0,5000.0,500.0,1
6076,49,180.1,74.1,2581,3.0,0.69,745.0,441.65,25832.54326683973,0
6078,30,160.9,81.5,1334,0.0,0.38,322.0,5000.0,500.0,0
6085,48,168.8,66.6,979,1.0,0.09,823.0,10000.0,500.0,0
6086,42,159.4,67.2,1853,0.0,0.79,794.0,10000.0,500.0,0
6087,50,180.0,55.5,3770,2.0,0.61,337.0,571.63,500.0,0
6092,62,175.8,74.6,2948,2.5351401010565,0.54,453.0,1035.17,10592.477509422366,1
6093,25,176.0,71.5,4884,2.5351401010565,0.96,401.0,315.04,500.0,1
6097,40,174.4,99.3,5080,3.0,0.46,706.0,1106.98,30402.113466074145,0
6101,74,165.5,59.7,4969,2.5351401010565,0.64,305.0,5000.0,26576.26590180208,1
6102,19,178.9,81.9,1286,4.0,0.24,814.0,10000.0,500.0,0
6103,70,178.4,80.2,3018,3.0,0.06,627.0,10000.0,13356.55499421264,0
6109,67,159.8,79.3,2710,1.0,0.09,438.0,677.92,14042.39340376125,0
6114,46,170.4,64.3,2134,2.5351401010565,0.75,698.0,299.19,500.0,1
6117,25,179.3,95.9,500,0.0,0.18,419.0,967.55,500.0,0
6120,71,166.8,56.0,2693,5.0,0.3,636.0,10000.0,500.0,0
6121,38,158.3,64.7,1899,4.0,0.1,409.0,100.37,500.0,0
6126,30,180.8,83.8,2217,2.5351401010565,0.53,419.0,1024.93,36713.829541440144,1
6130,68,157.9,77.4,2524,1.0,0.2,592.0,5231.748886883273,1058.7221285950077,1
6133,30,172.8,90.5,1597,3.0,0.03,728.0,5231.748886883273,500.0,1
6134,40,184.9,65.2,4879,2.5351401010565,0.05,428.0,724.53,7232.992597903149,1
6138,45,187.6,80.7,4001,2.0,0.05,335.0,850.51,2109.8379185465737,0
6139,34,161.7,95.0,2215,0.0,0.43,302.0,10000.0,27173.40122797404,0
6142,66,179.3,44.2,500,2.5351401010565,0.49,716.0,10000.0,500.0,1
6144,50,156.9,54.2,1765,1.0,0.5,673.0,328.42,500.0,0
6145,32,195.1,82.5,500,0.0,0.52,367.0,10000.0,500.0,0
6146,63,166.3,66.8,3588,2.5351401010565,0.43,596.0,10000.0,16157.452348362816,1
6147,33,155.0,77.3,4020,2.5351401010565,0.41,464.0,283.82,23675.74690497324,1
6148,61,169.0,64.4,1992,2.5351401010565,0.04,357.0,5000.0,500.0,1
6149,72,173.4,68.9,783,2.5351401010565,0.66,345.0,10000.0,7953.303400752445,1
6151,35,178.2,59.2,1766,2.5351401010565,0.71,782.0,718.49,10367.43764033394,1
6152,27,165.2,71.9,807,0.0,0.36,586.0,1235.23,500.0,0
6153,50,184.3,83.4,2366,2.5351401010565,0.99,710.0,879.49,500.0,1
6154,63,152.9,68.2,4022,2.5351401010565,0.75,431.0,5000.0,16879.494844426,1
6156,41,172.5,95.6,751,5.0,0.97,362.0,5231.748886883273,9578.290697501116,1
6157,58,161.6,74.2,3152,5.0,0.97,727.0,5000.0,500.0,0
6163,20,182.6,56.2,3062,2.0,0.94,454.0,484.2,14355.315932682724,0
6166,43,154.7,88.2,1847,5.0,0.15,477.0,1361.27,28557.575861087626,0
6167,28,164.2,51.9,1541,2.5351401010565,0.81,840.0,5000.0,6490.729349935428,1
6170,26,185.1,61.8,1667,2.5351401010565,0.74,796.0,5000.0,500.0,1
6172,47,179.4,67.4,3047,2.5351401010565,0.33,584.0,10000.0,30423.3274770648,1
6180,22,171.1,63.0,2968,2.5351401010565,0.64,385.0,1464.35,2134.918650904049,1
6181,24,151.9,63.4,4142,5.0,0.04,450.0,561.0,11686.368750865196,0
6185,34,171.1,61.6,2480,0.0,0.58,584.0,5000.0,15468.721379985676,0
6191,29,162.5,54.1,4094,1.0,0.96,422.0,5231.748886883273,10152.632831132174,1
6197,24,165.8,92.6,2826,2.5351401010565,0.77,536.0,10000.0,21426.123779908557,1
6198,65,161.3,82.9,3343,5.0,0.56,712.0,5000.0,22762.1917704371,0
6200,39,178.3,67.9,1718,1.0,0.93,604.0,10000.0,24019.529808341456,0
6203,27,166.1,91.6,2125,2.5351401010565,0.58,343.0,718.31,19486.43444172945,1
6205,38,150.9,91.5,1248,0.0,0.34,504.0,402.19,17721.29297543405,0
6206,47,153.7,80.3,4191,2.5351401010565,0.32,464.0,952.02,500.0,1
6207,21,181.6,48.3,3883,0.0,0.21,454.0,747.28,23325.338501823888,0
6209,51,163.2,78.5,2219,2.5351401010565,0.36,608.0,821.45,10309.92306562366,1
6211,61,164.8,58.8,3963,2.5351401010565,0.78,727.0,5000.0,23553.074100197176,1
6212,32,178.6,84.0,821,2.5351401010565,0.95,564.0,1189.81,500.0,1
6214,41,180.8,66.9,2474,2.5351401010565,0.42,434.0,5000.0,500.0,1
6217,62,181.6,69.2,3119,2.5351401010565,0.92,759.0,10000.0,22945.025107320434,1
6218,31,169.3,89.0,1835,0.0,0.91,531.0,5000.0,500.0,0
6219,28,178.0,68.1,1066,3.0,0.27,319.0,10000.0,4183.406412898141,0
6220,30,160.8,48.6,2197,2.5351401010565,0.08,460.0,1246.17,20324.11888630817,1
6222,73,163.8,75.4,3902,2.5351401010565,0.83,699.0,1042.61,500.0,1
6225,57,161.9,36.0,4318,4.0,0.56,760.0,10000.0,17153.875972445985,0
6226,72,148.7,84.7,2276,5.0,0.7,780.0,633.67,500.0,0
6228,44,153.3,79.4,1506,2.5351401010565,0.8,455.0,1138.53,18053.81925743533,1
6231,41,177.1,61.2,3243,2.5351401010565,0.44,637.0,947.13,2389.929132211358,1
6235,54,176.4,81.7,2618,1.0,0.52,829.0,5231.748886883273,500.0,1
6237,48,181.4,90.8,3178,2.5351401010565,0.77,692.0,5000.0,47161.18467361485,1
6238,44,175.9,54.7,3715,2.5351401010565,0.63,689.0,5000.0,30539.875874023797,1
6243,67,151.5,62.5,3965,2.0,0.91,603.0,956.77,10938.41577489768,0
6244,75,165.7,53.9,2543,1.0,0.51,729.0,10000.0,7152.774224489252,0
6245,56,175.8,89.9,3617,0.0,0.91,697.0,5000.0,16472.646515827604,0
6249,69,180.3,75.8,2497,2.5351401010565,0.6,560.0,10000.0,19399.797462970557,1
6250,75,181.3,78.1,1697,2.5351401010565,0.18,750.0,5000.0,500.0,1
6251,48,196.9,92.5,2475,2.5351401010565,0.82,442.0,662.98,1799.1729209503717,1
6253,74,147.4,45.8,3057,2.5351401010565,0.31,369.0,5000.0,500.0,1
6260,43,166.3,61.6,1464,4.0,0.73,515.0,714.1,500.0,0
6262,45,183.4,41.8,2300,1.0,0.3,332.0,5000.0,16953.531578012247,0
6263,38,174.3,107.1,1569,2.5351401010565,1.0,448.0,10000.0,500.0,1
6267,27,163.1,91.6,2840,2.5351401010565,0.6,770.0,10000.0,22375.08357037309,1
6268,71,169.0,82.6,3352,1.0,0.72,821.0,5000.0,15555.765011897262,0
6269,69,159.1,60.4,3260,2.5351401010565,0.97,769.0,10000.0,15978.347542555131,1
6271,63,180.7,75.4,2416,5.0,0.09,337.0,10000.0,500.0,0
6273,23,144.2,62.6,3070,2.5351401010565,0.58,643.0,5000.0,33441.52830376546,1
6275,42,155.9,49.7,3585,2.5351401010565,0.47,526.0,477.1,500.0,1
6276,21,179.4,77.8,2042,0.0,0.74,551.0,5000.0,500.0,0
6277,32,165.4,63.0,1972,2.5351401010565,0.8,808.0,5000.0,1743.629121639761,1
6278,56,195.3,45.1,1740,0.0,0.0,732.0,5231.748886883273,15012.91300698009,1
6280,40,167.0,74.7,4190,2.0,0.83,685.0,726.15,6754.859177132382,0
6282,21,173.5,66.5,2820,4.0,0.42,671.0,488.33,35117.9264521864,0
6283,25,172.3,82.8,1374,4.0,0.25,664.0,5231.748886883273,500.0,1
6287,73,162.6,83.5,2357,2.5351401010565,0.29,589.0,5000.0,500.0,1
6288,40,149.5,58.5,1382,0.0,0.65,386.0,5000.0,500.0,0
6290,35,179.6,73.1,588,5.0,0.63,492.0,10000.0,500.0,0
6291,41,167.1,86.0,2878,5.0,0.33,696.0,5000.0,11044.95368508808,0
6296,44,177.5,79.1,1409,4.0,0.64,314.0,928.24,2662.921569604866,0
6298,63,158.0,54.0,2830,2.5351401010565,0.04,660.0,10000.0,7221.61549298505,1
6300,58,170.9,44.1,1390,2.5351401010565,0.36,627.0,5000.0,500.0,1
6301,32,162.2,96.9,1457,2.5351401010565,0.56,609.0,5000.0,7667.811763741534,1
6302,47,164.1,78.5,1160,4.0,0.47,321.0,10000.0,30935.83509952232,0
6305,30,173.8,72.1,1884,2.5351401010565,0.88,363.0,10000.0,500.0,1
6309,46,193.5,58.4,500,1.0,0.54,774.0,1148.73,500.0,0
6312,65,184.3,70.3,2304,3.0,0.75,822.0,10000.0,7676.124755281674,0
6314,44,162.2,63.0,3142,2.5351401010565,0.6,717.0,10000.0,34025.09537342137,1
6316,33,164.3,92.2,2554,2.5351401010565,0.25,624.0,5000.0,1847.097352476328,1
6320,25,173.3,70.7,3229,2.5351401010565,0.36,664.0,10000.0,38976.65634804536,1
6322,37,171.2,59.3,3168,1.0,0.81,592.0,678.01,500.0,0
6323,39,170.8,38.2,598,5.0,0.58,658.0,767.58,7982.306717983974,0
6327,70,145.8,34.0,2573,2.5351401010565,0.37,494.0,1013.26,13391.29251796894,1
6329,19,169.8,87.8,1410,2.5351401010565,0.11,417.0,1010.84,26295.715143453537,1
6331,41,180.5,38.6,2249,3.0,0.98,587.0,5231.748886883273,6193.533057613117,1
6333,64,158.0,71.1,1854,2.0,0.22,792.0,5000.0,23604.232805859625,0
6338,53,171.3,72.7,1216,2.5351401010565,0.1,436.0,638.5,500.0,1
6340,44,183.9,95.9,2949,1.0,0.77,749.0,10000.0,19005.88748952982,0
6341,29,175.7,87.3,3346,4.0,0.28,357.0,1032.88,26062.06378566044,0
6342,64,169.7,44.5,2607,5.0,0.92,442.0,5231.748886883273,500.0,1
6343,64,168.8,71.8,500,1.0,0.83,563.0,681.46,3777.707751829632,0
6345,32,171.3,67.5,2026,2.5351401010565,0.85,756.0,806.86,1254.4791356165265,1
6348,62,163.3,87.7,4882,3.0,0.34,529.0,5000.0,21173.131971712315,0
6349,46,170.9,81.0,3374,3.0,0.54,454.0,633.52,18341.961282111577,0
6354,33,158.1,99.0,3765,4.0,0.25,393.0,354.67,2724.3636103651797,0
6355,41,162.3,62.8,2995,5.0,0.05,373.0,471.61,23428.452679391117,0
6356,32,171.4,62.2,2444,3.0,0.42,442.0,5231.748886883273,500.0,1
6357,54,174.9,76.7,1932,2.0,0.06,777.0,5000.0,23055.217448186253,0
6362,71,181.6,96.4,2592,2.5351401010565,0.39,301.0,5000.0,500.0,1
6365,66,165.7,56.1,3137,4.0,0.98,649.0,401.23,23568.673763726696,0
6366,34,165.8,62.0,1692,5.0,0.76,758.0,1046.9,10195.35369115418,0
6375,24,166.0,54.0,1473,5.0,0.02,775.0,5000.0,19730.30270439602,0
6379,56,149.9,77.2,1869,0.0,0.16,347.0,5000.0,500.0,0
6380,36,180.9,85.3,3675,2.5351401010565,0.48,486.0,10000.0,500.0,1
6383,42,189.1,66.2,949,2.5351401010565,0.47,530.0,10000.0,500.0,1
6385,25,169.4,68.0,3248,3.0,0.2,393.0,5000.0,500.0,0
